airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,14714
Air India,2019-05-21,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,8151
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No Info,14151
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Air India,2019-05-15,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
Multiple Carriers,2019-03-09,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,13677
Spicejet,2019-04-27,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Spicejet,2019-04-09,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-06-12,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Spicejet,2019-04-06,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,3873
Indigo,2019-03-18,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No Info,2227
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,12373
Indigo,2019-06-15,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,No Info,12121
Indigo,2019-04-03,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Jet Airways,2019-03-06,Delhi,Cochin,13:55:00,04:25:00,870,1.0,In-flight meal not included,13843
Air India,2019-06-09,Kolkata,Banglore,05:50:00,23:15:00,1045,2.0,No Info,12723
Vistara,2019-03-21,Delhi,Cochin,14:55:00,17:50:00,175,0.0,No Info,5586
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10877
Air India,2019-06-09,Kolkata,Banglore,12:00:00,13:15:00,1515,1.0,No Info,7662
Jet Airways,2019-06-03,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,10577
Air India,2019-06-06,Kolkata,Banglore,14:30:00,23:15:00,525,2.0,No Info,15894
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,12:25:00,325,1.0,In-flight meal not included,9134
Jet Airways,2019-06-09,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-24,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,10877
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,23:35:00,840,1.0,No Info,12692
Vistara,2019-05-27,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,4878
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,No Info,14388
Indigo,2019-04-27,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No Info,14441
Air India,2019-05-27,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10441
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,10:25:00,830,1.0,In-flight meal not included,7832
Goair,2019-04-03,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,4239
Indigo,2019-05-27,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No Info,6314
Indigo,2019-06-03,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,In-flight meal not included,10844
Air India,2019-06-12,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,8603
Indigo,2019-03-15,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,6297
Vistara,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Air India,2019-03-21,Banglore,New Delhi,05:50:00,16:20:00,630,2.0,No Info,7664
Air India,2019-05-09,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,6094
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,14714
Air India,2019-06-24,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6961
Vistara,2019-05-24,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Spicejet,2019-04-03,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4611
Indigo,2019-06-27,Kolkata,Banglore,09:35:00,12:10:00,155,0.0,No Info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,8529
Jet Airways,2019-06-01,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,8016
Indigo,2019-06-18,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Spicejet,2019-03-18,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No Info,4465
Air India,2019-03-12,Banglore,New Delhi,17:25:00,10:15:00,1010,2.0,No Info,12778
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6853
Spicejet,2019-03-01,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No Info,11005
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,21:50:00,295,1.0,No Info,4259
Air India,2019-04-27,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,5228
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,In-flight meal not included,9314
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,In-flight meal not included,8401
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,22:35:00,965,1.0,No Info,13339
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,18:50:00,2240,2.0,In-flight meal not included,9328
Air India,2019-04-06,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,4487
Jet Airways,2019-05-12,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No Info,9564
Multiple Carriers,2019-03-06,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,15077
Indigo,2019-03-27,Delhi,Cochin,10:45:00,01:35:00,890,1.0,No Info,6628
Goair,2019-05-06,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3398
Indigo,2019-03-09,Banglore,New Delhi,21:20:00,00:15:00,175,0.0,No Info,4777
Indigo,2019-03-03,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No Info,4784
Jet Airways,2019-06-12,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,In-flight meal not included,10262
Jet Airways,2019-05-09,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No Info,15554
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No Info,14714
Air India,2019-03-12,Banglore,New Delhi,06:50:00,11:20:00,1710,2.0,No Info,12734
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No Info,14231
Jet Airways,2019-05-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Air Asia,2019-03-24,Banglore,New Delhi,05:50:00,08:40:00,170,0.0,No Info,4284
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,13941
Air India,2019-05-15,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,13022
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,07:40:00,1365,1.0,No Info,14815
Indigo,2019-05-15,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,6027
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4107
Indigo,2019-05-01,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,18:50:00,590,1.0,No Info,17024
Air India,2019-04-09,Banglore,Delhi,05:45:00,08:45:00,180,0.0,No Info,4441
Air Asia,2019-03-09,Delhi,Cochin,20:10:00,07:10:00,660,1.0,No Info,8327
Indigo,2019-05-06,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No Info,3809
Indigo,2019-05-27,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No Info,6628
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,11399
Indigo,2019-06-09,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No Info,5699
Air India,2019-06-24,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5201
Air India,2019-05-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13873
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,12898
Spicejet,2019-05-03,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-06-24,Delhi,Cochin,17:35:00,19:00:00,1525,2.0,No Info,13922
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,11467
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,18:25:00,760,1.0,No Info,12284
Spicejet,2019-05-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Spicejet,2019-05-24,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,7804
Air India,2019-06-03,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,6961
Indigo,2019-04-15,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,5947
Indigo,2019-06-06,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6442
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,15129
Indigo,2019-06-27,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,No Info,14781
Indigo,2019-06-06,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Jet Airways,2019-06-03,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No Info,18804
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,14781
Jet Airways,2019-05-03,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,No Info,13941
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,19:50:00,845,1.0,No Info,14781
Air India,2019-05-21,Banglore,Delhi,17:00:00,19:50:00,170,0.0,No Info,6961
Indigo,2019-05-18,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No Info,7503
Jet Airways,2019-03-06,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No Info,18308
Multiple Carriers,2019-06-06,Delhi,Cochin,15:15:00,01:30:00,615,1.0,No Info,6795
Air India,2019-05-06,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,14083
Jet Airways,2019-04-01,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Multiple Carriers,2019-06-03,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No Info,9646
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,In-flight meal not included,8066
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,18:50:00,2230,2.0,No Info,21314
Jet Airways,2019-03-12,Banglore,New Delhi,05:50:00,12:20:00,390,1.0,No Info,11297
Indigo,2019-06-06,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Jet Airways,2019-06-27,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Vistara,2019-06-24,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,No Info,13584
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No Info,14676
Indigo,2019-03-06,Delhi,Cochin,07:35:00,12:00:00,265,1.0,No Info,7725
Air India,2019-03-12,Banglore,New Delhi,17:25:00,23:25:00,1800,2.0,No Info,12725
Indigo,2019-06-06,Kolkata,Banglore,09:35:00,12:10:00,155,0.0,No Info,4804
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,9794
Air India,2019-06-06,Kolkata,Banglore,09:50:00,21:05:00,675,1.0,No Info,7452
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,20:25:00,1445,1.0,No Info,11105
Spicejet,2019-06-24,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Multiple Carriers,2019-03-27,Delhi,Cochin,15:05:00,01:35:00,630,1.0,No Info,12327
Indigo,2019-04-12,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5224
Spicejet,2019-06-03,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3257
Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,12373
Jet Airways,2019-06-24,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No Info,13014
Air Asia,2019-06-24,Delhi,Cochin,16:45:00,06:35:00,830,1.0,No Info,6752
Air India,2019-05-27,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,7480
Air India,2019-06-27,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,14431
Air India,2019-05-18,Kolkata,Banglore,16:50:00,05:35:00,765,2.0,No Info,11642
Spicejet,2019-06-15,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647
Air India,2019-05-15,Kolkata,Banglore,09:10:00,11:05:00,1555,2.0,No Info,6117
Indigo,2019-06-01,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,5224
Air India,2019-03-09,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,15586
Multiple Carriers,2019-06-03,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,10696
Air India,2019-05-21,Kolkata,Banglore,16:50:00,13:45:00,1255,2.0,No Info,13484
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,22:55:00,1560,1.0,No Info,12395
Indigo,2019-06-12,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,6069
Indigo,2019-05-24,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Air India,2019-05-18,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13243
Multiple Carriers,2019-06-12,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Multiple Carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7670
Indigo,2019-05-15,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,10123
Air India,2019-03-12,Mumbai,Hyderabad,21:00:00,19:25:00,1345,1.0,No Info,10943
Indigo,2019-04-18,Delhi,Cochin,14:20:00,17:35:00,195,0.0,No Info,6015
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,No Info,16809
Spicejet,2019-06-12,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Air India,2019-05-06,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No Info,10151
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No Info,12242
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,9663
Indigo,2019-06-03,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,7514
Jet Airways,2019-04-03,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4544
Multiple Carriers,2019-05-18,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,14533
Indigo,2019-05-01,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Air India,2019-05-06,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,5228
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,08:15:00,650,1.0,No Info,12547
Spicejet,2019-04-06,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Indigo,2019-05-09,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,6027
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,09:25:00,690,1.0,No Info,12395
Jet Airways,2019-06-01,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,7229
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,14714
Air India,2019-04-27,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:25:00,2315,2.0,No Info,25430
Indigo,2019-06-24,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Jet Airways,2019-05-06,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,7064
Air India,2019-05-24,Kolkata,Banglore,05:50:00,23:15:00,1045,2.0,No Info,12723
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,775,1.0,In-flight meal not included,14053
Indigo,2019-03-03,Banglore,New Delhi,08:30:00,11:30:00,180,0.0,No Info,6860
Indigo,2019-06-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,14848
Indigo,2019-06-21,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Indigo,2019-05-09,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,4784
Jet Airways,2019-06-09,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,7229
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No Info,14714
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Jet Airways,2019-04-09,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,4544
Vistara,2019-03-03,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,11793
Indigo,2019-06-27,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Spicejet,2019-03-15,Banglore,New Delhi,10:20:00,18:15:00,475,1.0,No Info,10341
Multiple Carriers,2019-03-09,Delhi,Cochin,17:50:00,01:35:00,465,2.0,No Info,23583
Multiple Carriers,2019-03-06,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,10276
Jet Airways,2019-06-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Indigo,2019-06-09,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,5276
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,16:10:00,1035,1.0,No Info,13817
Jet Airways,2019-06-27,Delhi,Cochin,06:45:00,12:35:00,1790,2.0,No Info,13376
Air India,2019-05-18,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,8907
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,14714
Jet Airways,2019-05-18,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Jet Airways,2019-06-12,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No Info,16289
Indigo,2019-04-03,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Indigo,2019-06-15,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,4423
Air India,2019-05-12,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,5228
Indigo,2019-03-06,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,7295
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,7198
Spicejet,2019-04-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,4319
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465,1.0,In-flight meal not included,9254
Spicejet,2019-03-21,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3815
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,10348
Spicejet,2019-04-15,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Spicejet,2019-05-03,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-15,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No Info,13587
Jet Airways,2019-03-06,Mumbai,Hyderabad,17:15:00,16:50:00,1415,2.0,No Info,22950
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,21:20:00,1350,1.0,No Info,25735
Jet Airways,2019-05-09,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,22:35:00,340,1.0,In-flight meal not included,11134
Indigo,2019-06-09,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,6195
Air India,2019-05-24,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10441
Indigo,2019-05-09,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,8330
Air India,2019-05-18,Kolkata,Banglore,08:20:00,20:25:00,725,2.0,No Info,12534
Indigo,2019-06-03,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,6015
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,23:35:00,840,1.0,No Info,14151
Jet Airways,2019-06-15,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,In-flight meal not included,10262
Indigo,2019-03-06,Delhi,Cochin,14:20:00,22:20:00,480,1.0,No Info,7451
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No Info,13067
Air India,2019-05-09,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,10861
Spicejet,2019-06-01,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,4174
Multiple Carriers,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,1.0,In-flight meal not included,10791
Jet Airways,2019-05-12,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Indigo,2019-04-12,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Jet Airways,2019-03-27,Delhi,Cochin,23:05:00,04:25:00,320,1.0,In-flight meal not included,7438
Multiple Carriers,2019-06-09,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No Info,12192
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,15078
Air India,2019-04-12,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5195
Jet Airways,2019-05-27,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,12239
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,09:20:00,865,1.0,In-flight meal not included,10844
Indigo,2019-04-24,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,6027
Jet Airways,2019-03-12,Banglore,New Delhi,09:45:00,16:00:00,375,1.0,No Info,12295
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,7438
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,7064
Jet Airways,2019-03-06,Delhi,Cochin,23:05:00,04:25:00,320,1.0,No Info,15764
Spicejet,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No Info,8452
Indigo,2019-05-06,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4077
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,16:10:00,435,1.0,No Info,12284
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,9646
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No Info,14714
Air India,2019-05-09,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No Info,13033
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,12373
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262
Air Asia,2019-03-15,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,3782
Multiple Carriers,2019-06-24,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,15965
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No Info,10067
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,10844
Indigo,2019-05-21,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,In-flight meal not included,7064
Spicejet,2019-06-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,4174
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,18:15:00,750,1.0,No Info,14781
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,6959
Indigo,2019-06-27,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No Info,6628
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,10368
Spicejet,2019-06-18,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-06-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Air India,2019-05-09,Kolkata,Banglore,12:00:00,13:15:00,1515,1.0,No Info,6612
Air India,2019-03-01,Banglore,New Delhi,00:30:00,20:30:00,1200,1.0,1 Long layover,14752
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,12242
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,09:20:00,1010,1.0,No Info,14178
Air India,2019-06-09,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,6245
Indigo,2019-05-15,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,3419
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,No Info,15554
Air India,2019-05-18,Delhi,Cochin,09:00:00,07:40:00,1360,1.0,No Info,8372
Air Asia,2019-06-01,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,11410
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,8610
Air India,2019-03-01,Banglore,New Delhi,05:50:00,12:15:00,1825,3.0,No Info,12346
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8266
Air India,2019-03-06,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No Info,8854
Multiple Carriers,2019-06-15,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10877
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No Info,13882
Indigo,2019-06-06,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Indigo,2019-06-15,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Indigo,2019-04-01,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5073
Indigo,2019-06-21,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,5406
Indigo,2019-06-01,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No Info,6628
